From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
Q9H8Y8	Q9H8Y8	reviewed	GORS2_HUMAN	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2 GOLPH6	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10487747, ECO:0000269|PubMed:11101516, ECO:0000269|PubMed:27062250}; Lipid-anchor {ECO:0000269|PubMed:11101516}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:27062250}. Golgi apparatus {ECO:0000269|PubMed:28067262}. Note=Detected in the intermediate Golgi, membrane-associated (By similarity). ER stress triggers its relocalization from Golgi to ER membrane (PubMed:27062250, PubMed:28067262). {ECO:0000250|UniProtKB:Q9R064, ECO:0000269|PubMed:27062250, ECO:0000269|PubMed:28067262}.	cis-Golgi network [GO:0005801]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
P21695	P21695	reviewed	GPDA_HUMAN	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)	GPD1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7772607}.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glycerol-3-phosphate dehydrogenase complex [GO:0009331]
Q96T91	Q96T91	reviewed	GPHA2_HUMAN	Glycoprotein hormone alpha-2 (Putative secreted protein Zsig51) (Thyrostimulin subunit alpha)	GPHA2 GPA2 ZSIG51	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q8IV16	Q8IV16	reviewed	HDBP1_HUMAN	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 (GPI-HBP1) (GPI-anchored HDL-binding protein 1) (High density lipoprotein-binding protein 1)	GPIHBP1 HBP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q9D1N2}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9D1N2}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q9D1N2}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9D1N2}. Cell membrane {ECO:0000269|PubMed:19304573}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9D1N2}.	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; catalytic complex [GO:1902494]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q6UWK7	Q6UWK7	reviewed	GP15L_HUMAN	Protein GPR15LG (Antimicrobial peptide with 57 amino acid residues) (AP-57) (Antimicrobial peptide-57) (Colon-derived SUSD2 binding factor) (CSBF) (Protein GPR15 ligand) (Protein GPR15L) (Secreted protein C10orf99)	GPR15LG C10orf99 GPR15L UNQ1833/PRO3446	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:25351403, ECO:0000269|PubMed:25585381}.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9NQ84	Q9NQ84	reviewed	GPC5C_HUMAN	G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3)	GPRC5C RAIG3 PSEC0087	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cytoplasmic vesicle membrane; Multi-pass membrane protein. Note=Localized in the plasma membrane and perinuclear vesicles.	cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; vesicle [GO:0031982]
Q12849	Q12849	reviewed	GRSF1_HUMAN	G-rich sequence factor 1 (GRSF-1)	GRSF1	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion matrix {ECO:0000269|PubMed:23473033, ECO:0000269|PubMed:23473034, ECO:0000269|PubMed:25683715, ECO:0000269|PubMed:29967381}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000269|PubMed:23473033, ECO:0000269|PubMed:23473034, ECO:0000269|PubMed:25683715}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:23473034}.	cytoplasm [GO:0005737]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770]
Q9UHL9	Q9UHL9	reviewed	GT2D1_HUMAN	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (General transcription factor III) (MusTRD1/BEN) (Muscle TFII-I repeat domain-containing protein 1) (Slow-muscle-fiber enhancer-binding protein) (USE B1-binding protein) (Williams-Beuren syndrome chromosomal region 11 protein) (Williams-Beuren syndrome chromosomal region 12 protein)	GTF2IRD1 CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus.	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P25092	P25092	reviewed	GUC2C_HUMAN	Guanylyl cyclase C (GC-C) (EC 4.6.1.2) (Heat-stable enterotoxin receptor) (STA receptor) (hSTAR) (Intestinal guanylate cyclase)	GUCY2C GUC2C STAR	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Note=The 145 kDa plasma membrane form of GUCY2C contains sialic acid and galactose residues, while a differencially glycosylated 130 Kda form is a high mannose form that is resident in the endoplasmic reticulum and may serve as the precursor for the cell surface form. {ECO:0000269|PubMed:23269669}.	endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]
O75409	O75409	reviewed	HYPM_HUMAN	Huntingtin-interacting protein M (Histone H2A.P) (Huntingtin yeast partner M)	H2AP CXorf27 HYPM	Homo sapiens (Human)		nucleosome [GO:0000786]
Q7Z4H3	Q7Z4H3	reviewed	HDDC2_HUMAN	5'-deoxynucleotidase HDDC2 (EC 3.1.3.89) (HD domain-containing protein 2) (Hepatitis C virus NS5A-transactivated protein 2) (HCV NS5A-transactivated protein 2)	HDDC2 C6orf74 NS5ATP2 CGI-130	Homo sapiens (Human)		
O75330	O75330	reviewed	HMMR_HUMAN	Hyaluronan mediated motility receptor (Intracellular hyaluronic acid-binding protein) (Receptor for hyaluronan-mediated motility) (CD antigen CD168)	HMMR IHABP RHAMM	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell surface {ECO:0000250|UniProtKB:Q00547}. Cytoplasm {ECO:0000250|UniProtKB:Q00547}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q00547}.	cell surface [GO:0009986]; centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]; spindle [GO:0005819]
P01112	P01112	reviewed	RASH_HUMAN	GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor; Cytoplasmic side. Golgi apparatus. Golgi apparatus membrane; Lipid-anchor. Note=The active GTP-bound form is localized most strongly to membranes than the inactive GDP-bound form (By similarity). Shuttles between the plasma membrane and the Golgi apparatus. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus. Cytoplasm. Cytoplasm, perinuclear region. Note=Colocalizes with RACK1 to the perinuclear region.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; GTPase complex [GO:1905360]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
P54652	P54652	reviewed	HSP72_HUMAN	Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2)	HSPA2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P17156}. Note=Colocalizes with SHCBP1L at spindle during the meiosis process. {ECO:0000250|UniProtKB:P17156}.	blood microparticle [GO:0072562]; CatSper complex [GO:0036128]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; male germ cell nucleus [GO:0001673]; meiotic spindle [GO:0072687]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synaptonemal complex [GO:0000795]
P47928	P47928	reviewed	ID4_HUMAN	DNA-binding protein inhibitor ID-4 (Class B basic helix-loop-helix protein 27) (bHLHb27) (Inhibitor of DNA binding 4) (Inhibitor of differentiation 4)	ID4 BHLHB27	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus.	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P13284	P13284	reviewed	GILT_HUMAN	Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30) (Legumaturain)	IFI30 GILT IP30	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10639150, ECO:0000269|PubMed:3136170}. Lysosome {ECO:0000269|PubMed:10639150, ECO:0000269|PubMed:3136170}.	cell junction [GO:0030054]; cytosol [GO:0005829]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
P09914	P09914	reviewed	IFIT1_HUMAN	Interferon-induced protein with tetratricopeptide repeats 1 (IFIT-1) (Interferon-induced 56 kDa protein) (IFI-56K) (P56)	IFIT1 G10P1 IFI56 IFNAI1 ISG56	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19008854, ECO:0000269|PubMed:21642987}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; host cell [GO:0043657]
O14879	O14879	reviewed	IFIT3_HUMAN	Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G)	IFIT3 CIG-49 IFI60 IFIT4 ISG60	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17050680, ECO:0000269|PubMed:18706081}. Mitochondrion {ECO:0000269|PubMed:21813773}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
P17181	P17181	reviewed	INAR1_HUMAN	Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Cytokine receptor class-II member 1) (Cytokine receptor family 2 member 1) (CRF2-1) (Type I interferon receptor 1)	IFNAR1 IFNAR	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:14532120, ECO:0000269|PubMed:18056411, ECO:0000269|PubMed:2153461, ECO:0000305|PubMed:7665574}; Single-pass type I membrane protein {ECO:0000305}. Late endosome {ECO:0000269|PubMed:18056411, ECO:0000305|PubMed:14532120}. Lysosome {ECO:0000269|PubMed:18056411, ECO:0000305|PubMed:14532120}. Note=Interferon binding triggers internalization of the receptor from the cell membrane into endosomes and then into lysosomes. {ECO:0000269|PubMed:14532120, ECO:0000269|PubMed:18056411}.	late endosome [GO:0005770]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
A6NGN9	A6NGN9	reviewed	IGLO5_HUMAN	IgLON family member 5	IGLON5	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular region [GO:0005576]
Q9GZX6	Q9GZX6	reviewed	IL22_HUMAN	Interleukin-22 (IL-22) (Cytokine Zcyto18) (IL-10-related T-cell-derived-inducible factor) (IL-TIF)	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9H293	Q9H293	reviewed	IL25_HUMAN	Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E)	IL25 IL17E UNQ3120/PRO10272	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
P31785	P31785	reviewed	IL2RG_HUMAN	Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132)	IL2RG	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15123770}; Single-pass type I membrane protein {ECO:0000255}. Cell surface {ECO:0000269|PubMed:15123770}.	cell surface [GO:0009986]; cytosol [GO:0005829]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
P08700	P08700	reviewed	IL3_HUMAN	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	IL3	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
P15248	P15248	reviewed	IL9_HUMAN	Interleukin-9 (IL-9) (Cytokine P40) (T-cell growth factor P40)	IL9	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q16891	Q16891	reviewed	MIC60_HUMAN	MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)	IMMT HMP MIC60 MINOS2 PIG4 PIG52	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25764979, ECO:0000269|PubMed:25997101}; Single-pass membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:25781180}.	membrane [GO:0016020]; MIB complex [GO:0140275]; MICOS complex [GO:0061617]; mitochondrial crista junction [GO:0044284]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; SAM complex [GO:0001401]
Q14641	Q14641	reviewed	INSL4_HUMAN	Early placenta insulin-like peptide (EPIL) (Insulin-like peptide 4) (Placentin) [Cleaved into: Early placenta insulin-like peptide B chain; Early placenta insulin-like peptide A chain]	INSL4	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.	extracellular space [GO:0005615]
Q9Y5Q6	Q9Y5Q6	reviewed	INSL5_HUMAN	Insulin-like peptide INSL5 (Insulin-like peptide 5) [Cleaved into: Insulin-like peptide INSL5 B chain; Insulin-like peptide INSL5 A chain]	INSL5 UNQ156/PRO182	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]
P53990	P53990	reviewed	IST1_HUMAN	IST1 homolog (hIST1) (Charged multivesicular body protein 8) (CHMP8) (Putative MAPK-activating protein PM28)	IST1 KIAA0174	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:19129479, ECO:0000269|PubMed:19129480}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:20719964}. Midbody {ECO:0000269|PubMed:20719964}. Nucleus envelope {ECO:0000269|PubMed:26040712, ECO:0000269|PubMed:28242692}. Note=Localizes to centrosome and midbody of dividing cells (PubMed:19129480, PubMed:19129479, PubMed:20719964). Colocalized with SPART to the ends of Flemming bodies during cytokinesis (PubMed:20719964). Localizes to the reforming nuclear envelope on chromatin disks during late anaphase. {ECO:0000269|PubMed:19129479, ECO:0000269|PubMed:19129480, ECO:0000269|PubMed:20719964, ECO:0000269|PubMed:26040712, ECO:0000269|PubMed:28242692}.	azurophil granule lumen [GO:0035578]; centrosome [GO:0005813]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]
P20702	P20702	reviewed	ITAX_HUMAN	Integrin alpha-X (CD11 antigen-like family member C) (Leu M5) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)	ITGAX CD11C	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; ficolin-1-rich granule membrane [GO:0101003]; integrin alphaX-beta2 complex [GO:0034689]; integrin complex [GO:0008305]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; tertiary granule membrane [GO:0070821]
Q86UX2	Q86UX2	reviewed	ITIH5_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)	ITIH5 KIAA1953 PP14776 UNQ311/PRO354	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]
Q8IYV9	Q8IYV9	reviewed	IZUM1_HUMAN	Izumo sperm-egg fusion protein 1 (Oocyte binding/fusion factor) (OBF) (Sperm-specific protein izumo)	IZUMO1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15759005}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000250|UniProtKB:Q9D9J7}; Single-pass type I membrane protein {ECO:0000255}. Note=Localizes initially to the acrosome membrane of the sperm head (both outer and inner acrosomal membranes) (By similarity). During the acrosome reaction, translocates to the plasma membrane (PubMed:15759005). {ECO:0000250|UniProtKB:Q9D9J7, ECO:0000269|PubMed:15759005}.	acrosomal membrane [GO:0002080]; acrosomal vesicle [GO:0001669]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein complex involved in cell-cell adhesion [GO:0098635]
Q15652	Q15652	reviewed	JHD2C_HUMAN	Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C) (Thyroid receptor-interacting protein 8) (TR-interacting protein 8) (TRIP-8)	JMJD1C JHDM2C KIAA1380 TRIP8	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.	chromatin [GO:0000785]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]
Q9H910	Q9H910	reviewed	JUPI2_HUMAN	Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)	JPT2 C16orf34 HN1L L11	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15094197, ECO:0000269|PubMed:33758062}. Nucleus {ECO:0000269|PubMed:15094197}. Note=Colocalizes with type 1 ryanodine receptor (RYR1). {ECO:0000269|PubMed:33758062}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q674X7	Q674X7	reviewed	KAZRN_HUMAN	Kazrin	KAZN C1orf196 KAZ KIAA1026 HRIHFB2003	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.	cornified envelope [GO:0001533]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; desmosome [GO:0030057]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]
Q587J8	Q587J8	reviewed	KHDC3_HUMAN	KH domain-containing protein 3 (ES cell-associated transcript 1 protein) (KHDC3-like protein)	KHDC3L C6orf221 ECAT1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000269|PubMed:25542835}. Nucleus {ECO:0000269|PubMed:25542835, ECO:0000269|PubMed:31609975}. Mitochondrion {ECO:0000250|UniProtKB:Q9CWU5}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9CWU5}. Chromosome {ECO:0000269|PubMed:31609975}. Note=Localized to centrosomes during interphase and mitosis (By similarity). Localizes to sites of DNA double-strand break repair (PubMed:31609975). {ECO:0000250|UniProtKB:Q9CWU5, ECO:0000269|PubMed:31609975}.	apical cortex [GO:0045179]; cell cortex [GO:0005938]; centrosome [GO:0005813]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; subcortical maternal complex [GO:0106333]
Q9HCM3	Q9HCM3	reviewed	K1549_HUMAN	UPF0606 protein KIAA1549	KIAA1549	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell projection, cilium {ECO:0000250|UniProtKB:Q68FD9}. Note=In the retinal photoreceptor cells, localizes at the connecting cilium, a thin bridge linking the cell body and the light-sensing outer segment. {ECO:0000250|UniProtKB:Q68FD9}.	photoreceptor connecting cilium [GO:0032391]; plasma membrane [GO:0005886]
Q6ZVL6	Q6ZVL6	reviewed	K154L_HUMAN	UPF0606 protein KIAA1549L	KIAA1549L C11orf41 C11orf69	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	membrane [GO:0016020]
Q8IYS2	Q8IYS2	reviewed	K2013_HUMAN	Uncharacterized protein KIAA2013	KIAA2013	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	membrane [GO:0016020]
